"day_of_year","time_period","max_tmpf","min_tmpf","avg_tmpf","max_dwpf","min_dwpf","avg_dwpf","max_relh","min_relh","avg_relh","max_wind_knt","min_wind_knt","avg_wind_knt","most_frequent_sky","least_frequent_sky"
"2020-10-08","Night",71.474545,54.361538,61.7620972,56.946154,29.663636,49.3032261,86.944615,30.392727,70.3266985,4.4,0.0,2.0405494,"clear","shaded"
"2020-10-08","Day",87.309231,65.685714,74.1456825,56.927273,13.215385,44.7110512,70.787727,15.182308,44.9746763,11.307692,2.954545,5.5359448,"clear","shaded"
"2020-10-07","Night",68.718182,55.009091,61.4116842,59.065455,29.450909,48.656957,96.348421,32.563636,67.0716028,4.0,0.0,1.5081339,"clear","lt_precip"
"2020-10-07","Day",84.046154,61.307692,76.5160705,57.957895,14.44,44.316423,83.242105,10.382308,41.5032966,7.461538,2.0,5.6366516,"clear","none"
"2020-10-06","Night",68.605455,55.927273,61.4868313,59.981818,23.763636,47.36287,99.628636,28.274545,64.6495779,4.47619,0.0,1.6294373,"clear","none"
"2020-10-06","Day",84.569231,61.4,76.9872564,58.8,22.376923,42.6840323,87.961429,13.659231,40.8534463,7.230769,2.428571,4.3697801,"clear","none"
"2020-10-05","Night",65.026923,53.363636,60.8963042,62.080769,28.763636,46.8808244,96.854167,29.644545,66.5969159,2.857143,0.272727,1.5568876,"clear","shaded"
"2020-10-05","Day",84.523077,60.882609,74.6564934,62.482353,20.030769,44.5472552,94.97,17.495385,47.9464187,5.473684,2.526316,4.2200243,"clear","shaded"
"2020-10-04","Night",67.181818,53.0,60.8109473,59.518182,28.116364,48.2655588,98.670588,27.236364,68.8969538,4.5,0.272727,1.8637349,"clear","none"
"2020-10-04","Day",85.113846,64.209474,75.9066866,58.8,28.747692,45.8596394,76.501053,15.238462,44.298876,5.384615,2.882353,4.3120448,"clear","none"
"2020-10-03","Night",70.769231,50.990909,61.6000673,60.880952,27.46,48.0939197,95.241905,25.605455,67.5779132,7.857143,0.0,2.4281385,"clear","none"
"2020-10-03","Day",86.216923,61.900702,75.1380973,58.666667,25.804615,44.7580535,89.567719,13.576923,43.6624986,6.866667,2.642857,4.8070541,"clear","none"
"2020-10-02","Night",70.290909,52.390909,61.6091507,58.408333,22.487273,46.6961389,93.332308,21.168182,64.6716605,5.857143,0.272727,2.085065,"clear","none"
"2020-10-02","Day",89.353846,66.072222,76.5463284,58.707692,13.954286,44.0660354,68.822778,9.022143,40.3385499,7.0,4.230769,5.1683151,"clear","none"
"2020-10-01","Night",70.918182,51.45,62.8607085,59.385333,35.272727,47.888135,93.718,29.770909,65.9251379,3.727273,0.636364,2.0858225,"clear","none"
"2020-10-01","Day",90.861538,63.042857,76.1554365,57.711111,19.232308,44.2038896,69.7095,10.020769,42.7157118,6.769231,3.307692,4.7574387,"clear","none"
"2020-09-30","Night",68.5875,49.409091,62.3295507,58.468182,32.54,49.0969475,94.190909,30.338,66.587914,5.409091,0.545455,2.091119,"clear","none"
"2020-09-30","Day",91.453846,61.907143,76.0779052,60.171429,31.169231,48.1950768,72.267222,16.333077,44.577157,9.857143,3.5,5.380464,"clear","none"
"2020-09-29","Night",69.108,52.21,63.0912546,57.427273,44.436364,49.6199516,88.891,49.515,65.1106304,4.2,0.636364,1.6809091,"clear","none"
"2020-09-29","Day",90.5,62.294737,77.7032001,57.530769,35.876923,47.4772922,77.583438,24.381538,41.8472348,6.692308,4.076923,5.3382914,"clear","none"
"2020-09-28","Night",70.081818,55.307692,63.4596215,58.785,34.963636,52.0333497,95.228462,40.033636,70.1585625,4.538462,0.727273,2.4609295,"clear","none"
"2020-09-28","Day",87.846154,63.7875,75.8624862,57.842857,31.1,49.6659824,76.799524,19.568462,48.4227014,5.692308,3.230769,4.7860835,"clear","none"
"2020-09-27","Night",72.645455,59.463333,64.1939308,62.36,37.145455,53.4764301,99.1875,38.941818,71.5125249,4.833333,1.142857,2.3426695,"clear","none"
"2020-09-27","Day",91.2,65.7,77.2032582,60.216667,32.535714,51.5986875,84.419167,21.499286,48.5323206,9.846154,3.5,5.0476328,"clear","none"
"2020-09-26","Night",73.7,57.109091,64.6110453,64.19,31.305455,51.3015454,98.39,23.905455,66.6275456,5.75,0.818182,2.4590909,"clear","none"
"2020-09-26","Day",91.176923,66.81625,79.0898488,63.540909,30.976923,48.6666206,88.507273,12.826154,43.558448,8.692308,3.066667,5.2077593,"clear","shaded"
"2020-09-25","Night",73.936364,56.290909,64.6582493,64.41875,29.672727,49.350814,98.286875,30.58,63.4397325,4.846154,0.727273,1.9371316,"clear","shaded"
"2020-09-25","Day",89.153846,68.576923,79.9850768,64.403846,25.881538,48.8365383,87.733846,14.335385,41.4321283,6.846154,3.423077,5.6315384,"clear","shaded"
"2020-09-24","Night",73.181818,56.536364,65.2029696,57.975,30.172727,48.3356817,90.6775,28.116364,59.1267864,4.4,0.909091,2.0725758,"clear","none"
"2020-09-24","Day",87.924615,68.576471,80.1918394,59.488235,23.8,47.7931825,77.277059,18.955385,38.3166547,6.769231,3.764706,5.7027527,"clear","shaded"
"2020-09-23","Night",72.872727,54.718182,64.3057402,61.069091,41.409091,50.201013,90.667143,37.672727,64.7895779,2.818182,0.818182,1.6515583,"clear","none"
"2020-09-23","Day",87.715385,70.26875,79.5717212,57.45,32.038462,48.3168334,68.403125,28.0825,39.9343471,5.923077,4.0,4.9725319,"clear","none"
"2020-09-22","Night",73.727273,54.627273,65.3304156,62.765455,45.8,52.4995273,94.237333,42.066364,66.7857723,5.733333,0.636364,2.1019047,"clear","none"
"2020-09-22","Day",85.653846,66.038462,78.8903144,59.96,46.638462,51.4806154,72.618696,31.02,43.415485,9.869565,3.923077,5.7715717,"clear","none"
"2020-09-21","Night",76.181818,54.027273,65.6068636,65.889091,39.475,52.4127727,91.977273,31.7075,66.4052955,4.25,0.0,2.1340909,"clear","none"
"2020-09-21","Day",94.28,64.530769,79.9515384,66.741538,35.923077,50.885641,71.321538,22.932,42.2550052,11.4,2.6,5.5923077,"clear","none"
"2020-09-20","Night",76.6,60.55,66.2073576667,58.556364,47.518182,54.7817758889,85.093333,49.208889,69.4724084444,4.368421,0.727273,2.3216395556,"clear","none"
"2020-09-20","Day",88.907692,66.746667,76.6946981111,63.947059,43.353846,53.7718694444,69.605294,29.005385,51.3657833333,8.333333,3.307692,5.3371263333,"clear","none"
"2020-09-19","Night",73.534545,60.784211,65.7281352222,60.38,37.572727,54.2165124444,95.887368,35.220909,70.7730154444,4.45,0.545455,2.4524204444,"clear","none"
"2020-09-19","Day",90.849231,68.05,77.3827826667,60.589412,44.869333,52.2808751111,68.465294,25.383846,48.4040364444,6.733333,3.461538,5.1917222222,"clear","none"
"2020-09-18","Night",69.330909,59.116667,64.4786561111,61.090909,35.527273,53.1656488889,95.384545,29.11,71.7295256667,3.136364,1.090909,2.1744366667,"clear","none"
"2020-09-18","Day",90.084615,68.813333,77.3076551111,59.7592,32.973846,50.0641418889,68.0825,16.393077,47.6798595556,9.0,3.4,5.279772,"clear","none"
"2020-09-17","Night",69.030909,59.775,63.4222002222,59.256364,35.072727,53.3325008889,94.575,35.426364,72.9572347778,5.142857,0.818182,2.8151262222,"clear","none"
"2020-09-17","Day",88.72,69.053333,78.1820228,59.711667,19.6,48.107892,73.027333,8.0,44.2349678,8.916667,0.0,4.8279809,"clear","none"
"2020-09-16","Night",80.745455,57.777778,64.3813261111,62.566667,38.109091,54.2853182222,95.757667,42.25,73.6593234444,4.0,1.272727,2.4495911111,"clear","shaded"
"2020-09-16","Day",90.755385,66.375,75.8502776667,62.114286,38.238462,53.6470251111,84.628889,22.731538,53.4247967778,7.153846,2.722222,5.0663488889,"clear","shaded"
"2020-09-15","Night",80.147273,57.498182,64.879194,64.950286,35.05,52.4267765,98.022286,38.815455,67.9574913,5.257143,0.0,2.2681877,"clear","none"
"2020-09-15","Day",92.116471,67.935714,76.8782185,62.5,34.433333,51.672453,83.839286,19.735556,48.9618517,8.705882,2.785714,5.2256552,"clear","none"
"2020-09-14","Night",79.810909,57.176,65.7200016,66.443478,35.533333,52.4883564,93.323478,36.711818,67.1789473,6.043478,0.636364,2.3246109,"clear","none"
"2020-09-14","Day",95.230769,67.0,76.4044746,69.336429,36.333333,51.8366402,92.472857,22.561538,50.2853715,8.571429,2.0,5.2626255,"clear","none"
"2020-09-13","Night",77.476364,60.76,66.2665494,63.236,44.254545,52.4013795,92.8748,37.778182,64.9159197,6.142857,0.909091,2.7929599,"clear","none"
"2020-09-13","Day",95.147692,64.852308,79.1690691,62.225714,37.646154,50.4288991,74.676471,21.433846,44.6053293,7.461538,3.470588,5.435795,"clear","shaded"
"2020-09-12","Night",74.218182,60.109091,66.586287,62.4,40.227273,53.2872749,92.210625,38.589091,65.8795149,5.190476,0.272727,1.9082113,"clear","none"
"2020-09-12","Day",92.386154,66.197,80.4238365,63.738462,37.65,52.1581764,77.9645,21.573077,46.9317461,6.538462,3.75,5.1019264,"clear","shaded"
"2020-09-11","Night",76.181818,59.172727,68.1957113,67.164706,37.009091,53.8362888,87.935882,38.502727,63.1776246,3.181818,0.636364,1.8274866,"clear","none"
"2020-09-11","Day",89.449231,71.978947,82.5118234,66.63,30.569231,52.2061925,72.2425,20.190769,41.9565681,7.076923,3.307692,5.4998206,"clear","none"
"2020-09-10","Night",77.981818,59.009091,69.2584312,67.033333,38.636364,55.6861165,99.303077,44.251818,65.227412,3.076923,0.363636,1.8970278,"clear","none"
"2020-09-10","Day",89.581538,73.68,82.9991081,66.596429,31.930769,54.5873224,66.583571,23.363077,42.9987699,6.214286,3.533333,5.2245055,"clear","none"
"2020-09-09","Night",77.6,62.68,70.6379396,66.575,40.863636,56.6327272,97.8545,43.161818,64.4709545,5.5,1.181818,3.1518182,"clear","none"
"2020-09-09","Day",90.707692,70.142105,82.9103284,64.76,25.676923,54.413149,70.974211,14.799231,43.5005037,8.923077,2.846154,5.8702293,"clear","none"
"2020-09-08","Night",80.191667,62.4,71.1652101,65.45,47.118182,58.1483947,92.019524,41.082727,67.1525863,11.916667,0.545455,3.4297288,"clear","none"
"2020-09-08","Day",91.9625,71.512,82.4225507,65.76875,43.884615,57.8586413,79.4012,24.982308,48.8295431,16.125,1.92,6.9340254,"clear","lt_precip"
"2020-09-07","Night",83.445455,63.32,72.4076095,61.945455,52.363636,56.8291401,93.259286,42.472308,61.2487958,3.230769,1.272727,2.200949,"clear","none"
"2020-09-07","Day",92.396923,72.85625,84.6342213,64.4,48.015385,56.7739007,65.859375,28.668462,43.0506615,7.153846,4.076923,5.8327456,"clear","none"
"2020-09-06","Night",82.627273,63.176364,71.8781819,61.290909,46.090909,55.1379999,78.579091,31.107273,59.1552729,2.727273,0.909091,2.0727273,"clear","none"
"2020-09-06","Day",102.723077,69.804,87.0701052,63.984615,43.015385,56.4753275,71.1005,15.779231,40.9352586,7.8125,4.153846,5.9802243,"clear","none"
"2020-09-05","Night",81.481818,61.94875,71.2617521,61.007143,48.629091,56.641085,85.702727,45.864545,63.756375,4.875,1.181818,2.7196678,"clear","none"
"2020-09-05","Day",102.107692,70.441429,85.9776814,61.444615,47.246154,55.6573915,64.354375,20.83,40.8117397,9.0,3.5625,6.0738324,"clear","none"
"2020-09-04","Night",82.736364,61.068421,69.7459612,65.527273,40.018182,57.3416143,90.356364,26.108182,69.8393416,5.0,1.090909,2.4034965,"clear","none"
"2020-09-04","Day",99.953846,66.23619,83.5931336,64.576923,49.030769,57.0825494,71.618571,23.067692,47.0753991,8.230769,4.615385,6.1473627,"clear","none"
"2020-09-03","Night",82.890909,60.92,68.6108557,69.339286,46.4,58.3511528,95.538214,40.493636,74.2107183,4.821429,1.181818,2.8274081,"clear","none"
"2020-09-03","Day",98.466667,68.034,80.3968542,68.258824,48.753846,58.5375352,76.85,27.672308,54.1459569,7.266667,4.411765,5.7765482,"clear","shaded"
"2020-09-02","Night",84.145455,62.387273,69.7197118,65.863636,55.436364,60.0770168,96.116429,46.029091,74.7349719,10.181818,1.545455,3.4303158,"clear","none"
"2020-09-02","Day",98.242857,67.4,80.7737115,64.506667,53.807692,60.0149339,78.627143,32.632857,55.3207597,8.733333,3.428571,6.0512033,"clear","shaded"
"2020-09-01","Night",81.290909,63.181818,70.5363982,66.124,55.554545,59.3224125,93.980588,46.862727,70.6120253,6.090909,1.272727,3.1094842,"clear","none"
"2020-09-01","Day",96.853846,72.41875,81.7511458,68.502857,53.156923,59.7612444,82.723714,31.944615,53.452426,9.230769,4.3125,5.7494041,"clear","none"
"2020-08-31","Night",81.527273,63.218182,70.1017386,61.764286,49.990909,56.5510276,87.93375,34.39,65.8940893,5.857143,0.636364,2.3674513,"clear","none"
"2020-08-31","Day",98.892308,73.607368,84.9512334,62.214286,45.384286,54.4652358,64.531429,22.121538,42.3858082,8.470588,3.842105,5.9640532,"clear","none"
"2020-08-30","Night",82.809091,62.8,70.984,59.3,45.363636,54.2692727,77.093636,30.35,58.9079924,4.083333,1.090909,2.2174243,"clear","none"
"2020-08-30","Day",96.346154,78.523077,86.4598591,61.907692,46.784615,52.5430383,57.955385,20.84,35.9998015,12.666667,4.846154,6.8461539,"clear","none"
"2020-08-29","Night",80.381818,64.236364,71.7992181,58.722,44.55,53.2971092,65.859,40.187273,54.7524455,3.545455,0.363636,1.8536363,"clear","none"
"2020-08-29","Day",99.73125,81.86,88.5407661,57.753846,42.03,51.8905935,40.367,20.80625,32.1703685,7.625,4.75,6.6518589,"clear","none"
"2020-08-28","Night",79.34,66.509091,72.1930909,63.06,48.570909,54.8685454,78.603,44.569091,57.7167273,3.090909,0.636364,2.3245455,"clear","none"
"2020-08-28","Day",97.223077,81.892308,88.5821539,61.269231,46.861538,52.9224614,49.360769,24.623077,33.946077,8.153846,4.384615,6.2923077,"clear","none"
"2020-08-27","Night",76.838182,61.707778,70.9517289,63.11,48.683636,55.0505711,89.550556,43.647273,60.8090892,4.0,0.727273,2.1269931,"clear","none"
"2020-08-27","Day",98.926316,70.465882,86.1262536,61.853846,46.76,53.200538,68.928235,21.676316,39.7400479,7.692308,5.133333,6.2615734,"clear","none"
"2020-08-26","Night",78.309091,61.189333,70.6097255,59.007143,48.490909,53.8261203,89.062,36.531818,58.8819596,4.285714,1.090909,2.2176623,"clear","none"
"2020-08-26","Day",92.923077,68.615652,85.705437,58.948696,44.6,52.3596196,76.903043,20.546923,37.5738893,7.615385,4.608696,5.9906774,"clear","none"
"2020-08-25","Night",77.490909,64.816667,71.1374849,61.0,48.75,55.1249242,86.0525,43.404,60.0468318,3.181818,0.818182,1.7628788,"clear","none"
"2020-08-25","Day",91.727273,71.569565,85.0510685,61.378261,45.909091,52.9895044,76.471739,23.435455,39.0165656,7.181818,3.130435,5.3562253,"clear","shaded"
"2020-08-24","Night",75.427273,66.081818,70.7291819,62.9,53.1,57.7165455,87.670909,49.798182,66.1680273,3.6,0.909091,2.5145454,"clear","none"
"2020-08-24","Day",89.15,78.615385,84.3260951,63.607692,51.95,57.3138597,56.97,29.144167,43.0849371,7.384615,3.058824,6.0469079,"clear","none"
"2020-08-23","Night",75.054545,64.057895,68.9319107,65.772727,51.354545,57.9008476,94.504211,56.342727,71.1255423,3.789474,1.727273,2.7244019,"clear","none"
"2020-08-23","Day",88.469231,67.277692,81.8599849,65.523077,48.44,57.4630384,75.291538,32.271429,49.1711894,7.153846,3.192308,5.5853938,"clear","none"
"2020-08-22","Night",77.909091,63.481818,68.4365454,63.981818,47.241818,57.9734545,87.238182,46.452727,71.8696213,4.181818,1.636364,2.7212122,"clear","none"
"2020-08-22","Day",90.333333,69.759091,81.4288541,60.971429,45.792308,56.8329203,77.333636,27.608462,48.305959,7.5,3.681818,5.964244,"clear","shaded"
"2020-08-21","Night",76.772727,62.745455,68.1511016,62.481818,48.483636,58.1787058,90.203529,46.486364,73.023353,6.545455,1.545455,2.924599,"clear","none"
"2020-08-21","Day",94.653846,74.171429,82.3733465,64.584615,49.423077,58.284954,68.29,31.615,48.2937417,7.923077,4.0,6.1741865,"clear","none"
"2020-08-20","Night",75.581818,63.157895,67.5480932,63.445455,50.703636,59.0839097,94.082105,53.763636,76.6658881,7.578947,1.181818,3.4645932,"clear","lt_precip"
"2020-08-20","Day",94.338462,70.376471,79.8473842,62.861538,45.376923,58.3624791,77.115882,27.191538,54.6324039,8.538462,4.0,5.6114456,"clear","none"
"2020-08-19","Night",78.490909,61.938462,68.2088234,67.00625,50.796364,60.1322735,94.320769,54.637273,77.9136523,12.875,2.0,4.3380129,"clear","lt_precip"
"2020-08-19","Day",95.676923,70.872,80.0877471,70.107143,43.909231,59.2288396,90.82,28.05,56.3736915,9.142857,3.0,5.8200893,"clear","lt_precip"
"2020-08-18","Night",78.718182,64.29,69.3807013,62.1,41.490909,56.8291688,83.190909,34.977273,67.3339351,4.545455,1.727273,2.6166235,"clear","none"
"2020-08-18","Day",99.347059,69.288889,82.5317834,60.541176,41.601538,56.6836047,78.571852,20.106154,46.8436859,7.153846,4.296296,5.6615678,"clear","shaded"
"2020-08-17","Night",78.490909,61.393333,70.0970719,64.009091,34.670909,54.3418182,92.554,30.178182,62.071775,5.3125,1.272727,2.3427652,"clear","none"
"2020-08-17","Day",94.053846,70.252174,84.1977297,62.453846,28.36,53.961435,77.556087,13.036154,42.1700886,8.666667,4.782609,6.284488,"clear","shaded"
"2020-08-16","Night",77.509091,61.216667,71.2538486,66.7,35.632727,53.3954697,93.116667,29.17,58.0341213,3.909091,2.0,2.8522727,"clear","none"
"2020-08-16","Day",92.203077,75.166667,86.4723591,64.076923,22.28,51.6951281,61.113333,11.553077,36.9181025,7.692308,4.666667,6.3512821,"clear","none"
"2020-08-15","Night",79.545455,62.885,72.9579231,64.745455,39.163636,51.8224485,94.5435,27.230909,51.9590534,5.565217,1.0,2.6460671,"clear","none"
"2020-08-15","Day",99.407143,72.5625,89.6903245,64.633333,37.781538,51.3894227,60.313125,15.048462,31.9116755,8.222222,5.384615,6.5414894,"clear","none"
"2020-08-14","Night",77.325455,61.682353,72.1702353,61.509091,39.221818,52.5139786,94.980588,26.223636,54.1467861,3.705882,1.363636,2.5524064,"clear","none"
"2020-08-14","Day",95.318462,70.217647,88.6702263,59.476923,41.161538,52.4705361,65.721765,18.754615,33.1776894,9.5,5.294118,6.4871041,"clear","none"
"2020-08-13","Night",76.827273,62.286667,71.2848487,61.309091,40.576364,51.3309696,91.726667,29.092727,53.7911211,3.6,1.363636,2.4054545,"clear","none"
"2020-08-13","Day",94.012308,71.813636,86.579697,61.138462,41.515385,51.3314407,72.105,19.179231,34.8563462,8.230769,3.272727,5.8907341,"clear","none"
"2020-08-12","Night",78.045455,65.772727,70.0936363,61.036364,40.318182,52.0205455,81.948182,30.58,57.6096362,4.0,1.363636,2.7454542,"clear","none"
"2020-08-12","Day",93.730769,81.995385,86.6333846,60.484615,38.792308,52.7021539,50.382308,19.340769,35.765923,8.076923,5.461538,6.5230769,"clear","none"
"2020-08-11","Night",76.463636,64.118182,69.5032727,61.509091,39.036364,53.3138182,77.921818,26.939091,61.623,4.272727,0.909091,2.6181818,"clear","none"
"2020-08-11","Day",92.430769,80.555385,85.2464102,60.823077,32.484615,53.0532434,52.43,12.945385,38.2977693,8.0,4.846154,6.5948719,"clear","none"
"2020-08-10","Night",76.923077,62.436364,69.395683,63.033333,38.709091,55.2285081,87.602667,26.904545,65.1971617,3.384615,2.090909,2.7802796,"clear","none"
"2020-08-10","Day",91.523077,74.368421,83.8938677,62.721053,40.053846,54.2053618,69.291053,18.033846,40.9002655,7.461538,3.684211,6.0062417,"clear","none"
"2020-08-09","Night",76.918182,61.818182,68.8255888,64.454545,47.263636,56.190225,90.742857,36.973636,68.7707857,4.0,1.5,2.9422077,"clear","lt_precip"
"2020-08-09","Day",90.2,74.34375,82.5333532,61.15625,48.192308,55.2050646,64.434375,28.945385,43.8639816,7.538462,4.0,6.0250001,"clear","shaded"
"2020-08-08","Night",78.518182,62.621818,68.3331061,62.918182,41.681818,55.2808636,86.681667,27.573636,67.6295302,4.272727,1.454545,2.7575758,"clear","none"
"2020-08-08","Day",91.584615,73.772632,83.1757247,63.430769,45.669231,55.3759271,72.053158,22.28,43.7986236,6.846154,4.769231,5.7299596,"clear","none"
"2020-08-07","Night",78.427273,63.172727,68.1371091,61.250909,45.745455,55.0023031,87.731111,32.741818,67.7482141,3.666667,1.909091,2.7722224,"clear","none"
"2020-08-07","Day",90.915385,73.367368,82.9595581,60.156923,47.330769,53.5972621,69.309474,25.534615,41.8596313,7.428571,4.538462,5.9726649,"clear","shaded"
"2020-08-06","Night",75.754545,62.65625,68.2300593,63.955556,37.118182,53.6867071,88.531111,30.670909,66.3411812,4.1875,1.090909,2.5422349,"clear","none"
"2020-08-06","Day",95.992308,70.088,83.3831022,62.37875,16.916667,51.5348882,69.197,9.8975,43.01929,10.5,4.666667,6.2450412,"clear","none"
"2020-08-05","Night",74.25,63.14375,69.2791933,63.445455,50.063636,55.9646023,84.541875,47.892727,65.3813147,3.727273,1.0,2.6392045,"clear","none"
"2020-08-05","Day",92.238462,70.044211,84.2560159,62.553846,43.676923,53.7782117,65.762105,22.287692,42.0823587,9.0,4.526316,6.0006923,"clear","none"
"2020-08-04","Night",74.021429,64.907273,70.051052,62.536364,50.58,55.7581038,77.491818,51.601818,62.764461,4.454545,1.454545,2.5753247,"clear","none"
"2020-08-04","Day",92.192857,81.427692,86.5708242,61.715385,42.123077,53.6639588,51.364615,23.831538,36.9590617,7.538462,5.769231,6.396978,"clear","none"
"2020-08-03","Night",74.145455,67.045455,71.1737797,64.944762,50.309091,57.0637628,88.599048,44.683636,63.6180377,4.0,1.0,2.5216451,"clear","none"
"2020-08-03","Day",92.361538,77.983158,86.0435081,61.384615,47.138462,54.6732977,66.464211,26.01,39.0354057,7.769231,4.684211,6.2262415,"clear","none"
"2020-08-02","Night",77.38,66.572727,71.5496193,70.633333,39.227273,56.1235548,94.485,31.47,61.6955788,3.363636,1.454545,2.4269128,"clear","none"
"2020-08-02","Day",92.684615,80.66,86.9600549,66.0,32.907692,52.6118656,60.905,13.020769,35.6596594,9.944444,5.214286,6.4543346,"clear","none"
"2020-08-01","Night",78.609091,67.590909,72.443583,73.272727,35.072727,54.2373368,85.429091,29.66,57.1571605,3.909091,1.090909,2.4561496,"clear","none"
"2020-08-01","Day",94.207692,78.708889,87.5585426,69.40625,36.561538,52.9083686,65.526111,15.635385,36.4581304,8.615385,3.375,6.4836538,"clear","none"
"2020-07-31","Night",76.245455,67.22,73.451182,68.0,38.645455,55.1863897,78.542727,31.616364,56.5680051,5.090909,1.909091,3.2687014,"clear","none"
"2020-07-31","Day",97.030769,82.4,88.2748564,66.333333,42.992308,55.6375726,55.516667,17.764615,37.4630788,9.291667,4.388889,6.8965172,"clear","none"
"2020-07-30","Night",77.838462,67.236364,73.9766949,64.24,48.363636,57.3993648,86.403636,43.61,59.5764575,4.818182,2.727273,3.5706295,"clear","none"
"2020-07-30","Day",92.030769,84.615385,88.5875,64.573333,49.284615,57.8910384,51.639231,26.661538,38.8528102,8.615385,5.615385,6.8548293,"clear","none"
"2020-07-29","Night",77.372727,66.027273,72.7367272,64.176364,49.890909,57.3174545,86.510909,45.616364,61.0186364,3.545455,1.727273,2.7818182,"clear","none"
"2020-07-29","Day",93.127692,82.484615,88.1155128,64.745556,48.376923,57.217171,51.853077,24.842308,38.1780086,8.5,5.307692,6.4115385,"clear","none"
"2020-07-28","Night",76.36,64.936364,71.5228031,63.909091,41.416364,54.6801514,83.850909,32.797273,59.3610985,4.272727,1.454545,2.6333332,"clear","none"
"2020-07-28","Day",91.615385,84.35,88.0520492,64.693684,45.743077,55.1425626,46.233158,23.293077,35.3828204,8.526316,4.571429,6.4636207,"clear","none"
"2020-07-27","Night",77.152727,65.272727,71.670909,63.336364,42.090909,53.3267272,78.051818,31.002727,55.8797272,4.363636,1.636364,2.7909091,"clear","none"
"2020-07-27","Day",91.516923,83.650769,87.557859,61.946154,46.22,53.178077,46.569231,21.490769,33.6986538,8.615385,4.923077,6.8320515,"clear","none"
"2020-07-26","Night",76.558182,64.228421,71.3727917,63.066667,51.918182,55.9812792,88.317368,45.121818,62.2603225,4.0,1.9,3.1901063,"clear","none"
"2020-07-26","Day",93.776923,74.66,87.6052343,59.907692,49.246154,54.4593067,58.836875,23.507692,36.9618693,7.538462,4.923077,6.6282343,"clear","none"
"2020-07-25","Night",76.681818,63.827273,71.5805151,62.181818,49.881818,56.6209393,77.683636,41.361818,62.1540076,4.363636,2.0,3.1477272,"clear","none"
"2020-07-25","Day",94.215385,76.547368,86.5925829,65.747368,47.812308,56.4073522,71.615263,24.802308,39.9182186,7.769231,4.263158,6.3647773,"clear","none"
"2020-07-24","Night",77.763636,60.486667,72.2731622,60.6,52.85,57.4610908,82.925333,42.875,62.3384683,4.181818,1.533333,3.0509522,"clear","none"
"2020-07-24","Day",95.715385,69.413636,85.3385944,61.069231,52.707692,57.0125431,67.781364,30.183077,42.2920865,7.846154,4.0,6.0587995,"clear","none"
"2020-07-23","Night",78.190909,59.571429,71.2474936,62.683636,46.202,56.3213039,82.889286,38.434545,62.9268416,5.0,1.090909,2.6746754,"clear","none"
"2020-07-23","Day",96.492308,67.220833,86.5423397,61.523077,41.9,55.8531409,72.846667,18.707692,41.3204705,7.230769,3.8,5.7972434,"clear","shaded"
"2020-07-22","Night",78.330769,62.854545,71.4629874,63.344,40.26,55.6902812,86.643333,28.313636,61.5499902,4.636364,1.909091,2.7505186,"clear","none"
"2020-07-22","Day",96.583077,74.698947,86.527382,63.310526,36.389231,55.9663474,72.098421,13.99,41.2355613,7.307692,3.230769,5.7513225,"clear","none"
"2020-07-21","Night",75.763636,66.336364,71.0665454,66.908182,40.143636,55.5597577,93.092273,28.723636,61.8336015,5.409091,1.181818,3.0266668,"clear","none"
"2020-07-21","Day",94.248333,76.966667,86.3978078,64.244,34.64,54.9883999,67.352,14.06,38.8465769,7.538462,3.923077,5.9664103,"clear","none"
"2020-07-20","Night",76.166667,65.2,70.1239091,68.692222,40.381818,53.7347372,96.182222,32.531818,60.2734191,5.388889,0.636364,2.6282829,"clear","none"
"2020-07-20","Day",92.275,77.312857,86.0463242,67.555714,38.033846,53.0906868,73.573571,17.455385,37.1256714,7.846154,5.0,6.613663,"clear","none"
"2020-07-19","Night",75.927273,61.685714,70.1723493,69.161111,44.027273,53.7372541,96.086667,33.993636,61.3275759,4.833333,1.090909,2.9703463,"clear","none"
"2020-07-19","Day",93.6,76.522857,84.6747144,67.833846,42.692308,53.8638243,71.003846,21.119231,40.2843517,9.0,5.230769,6.4060441,"clear","none"
"2020-07-18","Night",76.309091,62.481818,70.3492182,69.468571,39.572727,55.3998572,99.434286,28.681818,64.7246194,4.1,2.090909,3.1485282,"clear","lt_precip"
"2020-07-18","Day",92.157143,74.924,84.1431245,67.868,45.653846,56.6495751,80.446667,23.464615,44.3083381,8.461538,5.076923,6.8000731,"clear","none"
"2020-07-17","Night",76.390909,63.212727,69.827756,65.542857,50.275,56.9080093,86.068182,43.299375,67.8055179,4.428571,2.230769,3.2897976,"clear","none"
"2020-07-17","Day",91.742857,69.142857,83.8119781,65.146154,50.607692,56.3165386,79.151071,26.222308,44.224673,7.714286,5.035714,6.4096155,"clear","lt_precip"
"2020-07-16","Night",76.0,64.12125,69.3734886,64.154545,52.536364,57.3583864,87.6725,53.751818,68.5074033,4.4375,1.818182,3.31875,"clear","none"
"2020-07-16","Day",92.476923,69.785714,84.7402636,63.253846,49.8,56.2470328,65.76619,25.836923,42.4050036,7.153846,4.47619,6.3399266,"clear","none"
"2020-07-15","Night",74.918182,63.493333,69.4783371,61.354545,52.3,57.1782802,82.211333,56.41,67.0903378,4.181818,1.818182,3.0225001,"clear","none"
